row_index,conversation_id,split
3203,441555,train
3238,441626,train
3261,443405,train
3262,443405,train
3264,443405,train
3290,444581,train
3291,444581,train
3325,446925,train
3342,447909,train
3343,447909,train
3356,450091,validation
3360,450102,validation
3361,450102,validation
3393,453490,train
3430,459156,train
3436,461516,train
3453,461516,train
3454,461516,train
3462,461516,train
3473,464481,validation
3513,469564,validation
3538,473456,train
3539,473458,train
3540,473458,train
3566,474556,validation
3649,478147,train
3683,478994,train
3684,478994,train
3744,481143,validation
3778,482541,train
3782,483984,train
3836,486982,train
3890,488913,train
3919,492463,train
3971,497771,train
3993,499299,validation
4014,499345,train
4062,504306,train
4063,504306,train
4070,504314,train
4095,506068,validation
4113,506101,validation
4165,509652,train
4167,510575,train
4191,514152,train
4192,515470,train
4267,525052,train
4270,525722,train
4280,527825,train
4303,530905,train
4360,536162,train
4385,536221,train
4412,538175,train
4423,539261,train
4496,543211,validation
4585,548772,train
4633,554228,train
4659,555549,train
4685,558631,train
4693,561008,train
4706,565427,train
4707,565429,train
4717,566371,train
4718,566371,train
4736,567211,train
4737,567214,train
4738,567214,train
4739,567214,train
4743,568005,validation
4779,574728,train
4811,576798,train
4843,578162,validation
4860,578841,validation
4883,580952,train
4884,580954,train
4901,582279,validation
4911,582297,validation
4919,582314,validation
4973,585165,train
4974,585165,train
4975,585165,train
5042,591631,train
5098,599499,train
5142,606338,train
5143,606338,train
5173,607580,train
5182,608544,train
5209,609688,validation
5210,609688,validation
5232,609736,train
5234,609736,train
5241,609747,validation
5250,611469,validation
5270,611512,train
5275,611520,train
5277,611526,train
5278,613373,train
5347,619784,train
5352,619794,train
5389,620517,train
5414,622949,train
5463,628245,train
5464,628245,train
5475,629962,validation
5603,640086,validation
5662,647192,train
5663,647192,train
5669,648690,validation
5670,648690,validation
5702,652770,train
5717,654752,train
5808,660627,validation
5809,660627,validation
5810,660633,train
5811,660633,train
5860,672214,validation
5877,673360,validation
5883,673372,train
5898,675410,train
5910,676308,train
5916,676329,train
5936,676369,validation
5939,677129,train
5951,679160,train
5956,680862,train
5960,680870,train
5967,684051,train
5968,684051,train
5979,684464,train
5990,684956,validation
5991,684956,validation
6004,684989,train
6005,684992,validation
6081,690462,train
6082,690462,train
6083,690462,train
6084,690462,train
6153,700792,train
6154,700792,train
6167,700829,train
6178,703329,train
6179,703331,train
6206,704879,train
6247,720517,train
6300,730097,train
6301,730097,train
6302,730097,train
6316,730121,train
6317,730121,train
6334,736463,train
6375,737669,train
6452,741860,train
6453,741860,train
6454,741860,train
6517,748249,train
6518,748249,train
6527,749043,validation
6528,749043,validation
6651,755625,train
6655,756285,validation
6773,764534,train
6774,764534,train
6775,764534,train
6776,764534,train
6777,764534,train
6797,766415,train
6798,766656,train
6799,766656,train
6996,785549,validation
6997,785549,validation
7017,787078,train
7019,787078,train
7091,791743,train
7099,795362,validation
7100,795362,validation
7102,796030,train
7103,796030,train
7107,796038,train
7108,796038,train
7116,796799,train
7117,796799,train
7118,796799,train
7293,809072,validation
7294,809072,validation
7295,809072,validation
7322,809690,train
7323,809690,train
7324,809690,train
7325,809690,train
7516,823320,validation
7517,823320,validation
7518,823320,validation
7550,827308,train
7572,832784,validation
7587,834898,train
7588,834898,train
7675,839507,train
7862,851307,train
7863,851307,train
7886,851356,train
7939,853221,train
7940,853221,train
7941,853221,train
7942,853221,train
7943,853221,train
7944,853221,train
8072,866411,train
8142,872092,train
8149,872622,train
8150,872622,train
8151,872622,train
8169,875059,validation
8239,878921,train
8260,879549,train
8261,879549,train
8379,889899,train
8390,889924,train
8391,889924,train
8434,894436,train
8450,895282,train
8463,896114,train
8464,896114,train
8466,897753,train
8467,897753,train
8513,904019,validation
8529,904051,train
8548,906087,train
8549,906087,train
8712,921230,train
8718,921627,train
8719,921627,train
8720,921627,train
8729,923844,train
8791,925434,train
8792,925434,train
8793,925434,train
8794,925434,train
8903,931783,validation
8904,931783,validation
8905,931783,validation
9005,937691,validation
9006,937691,validation
9007,937691,validation
9008,937691,validation
9092,942308,train
9107,942528,train
9108,942528,train
9195,946858,train
9315,952310,train
9348,957326,train
9349,957326,train
9389,958955,validation
9390,958955,validation
9408,959438,train
9447,963025,train
9505,966409,train
9506,966409,train
9513,966948,train
9580,969986,train
9581,969986,train
9582,969986,train
9583,969986,train
9610,972369,train
9611,972369,train
9738,978761,train
9739,978761,train
9740,978761,train
9852,983554,train
9870,984346,validation
9899,986414,train
9900,986414,train
10051,994557,train
10052,994557,train
10084,997311,validation
10100,997333,train
10101,997333,train
10102,997333,train
10103,997333,train
10140,1000289,train
10141,1000289,train
10142,1000289,train
10289,1007928,train
10378,1010832,train
10410,1013885,train
10411,1013885,train
10470,1017517,train
10488,1018156,train
10489,1018156,train
10504,1019849,train
10505,1019849,train
10613,1026510,train
10614,1026510,train
10615,1026510,train
10717,1033882,validation
10753,1034665,train
10754,1034665,train
10813,1038580,train
10814,1038580,train
10815,1038580,train
10834,1040063,train
10841,1040074,train
10842,1040074,train
10965,1046165,train
10966,1046165,train
10978,1046739,train
10979,1046739,train
10980,1046739,train
10981,1046739,train
11056,1052341,train
11114,1057465,train
11204,1065542,train
11263,1067909,train
11327,1069028,train
11328,1069028,train
11329,1069028,train
11415,1075638,validation
11437,1078597,train
11438,1078751,validation
11439,1078751,validation
11442,1078905,train
11443,1078905,train
11444,1078905,train
11445,1078905,train
11446,1078905,train
11456,1079263,train
11483,1081095,train
11484,1081095,train
11489,1081569,train
11490,1081569,train
11491,1081569,train
11503,1081594,validation
11504,1081594,validation
11598,1086279,train
11760,1094601,train
11761,1094601,train
11890,1101301,train
11891,1101301,train
11892,1101301,train
11893,1101301,train
11923,1102429,train
11924,1102429,train
11955,1105984,train
11956,1105984,train
12005,1111459,train
12014,1112229,train
12040,1117355,validation
12041,1117355,validation
12042,1117355,validation
12072,1120109,train
12073,1120109,train
12074,1120109,train
12075,1120109,train
12104,1120968,train
12105,1120968,train
12126,1121834,train
12245,1126221,validation
12246,1126221,validation
12253,1126245,train
12268,1126493,train
12305,1128193,train
12397,1131526,train
12408,1132285,train
12409,1132285,train
12424,1132326,train
12425,1132326,train
12443,1133325,train
12467,1136028,train
12468,1136028,train
12538,1138683,train
12539,1138683,train
12598,1143675,train
12663,1148059,train
12664,1148059,train
12954,1164780,validation
12955,1164780,validation
12973,1164808,train
12974,1164808,train
12978,1164817,train
12979,1164817,train
12980,1164817,train
12981,1164817,train
13198,1174157,train
13199,1174157,train
13259,1178189,validation
13260,1178189,validation
13261,1178189,validation
13269,1178205,validation
13270,1178205,validation
13271,1179320,train
13323,1181658,train
13324,1181658,train
13444,1190724,train
13514,1201441,validation
13539,1202157,train
13540,1202157,train
13541,1202157,train
13602,1204533,train
13635,1208025,train
13636,1208025,train
13703,1211308,train
13762,1213532,train
13763,1213532,train
13773,1213556,train
13774,1213556,train
13775,1213556,train
13913,1222046,train
13914,1222046,train
13943,1222766,train
13944,1222766,train
13945,1222766,train
13946,1222766,train
13961,1224681,train
13962,1224681,train
13975,1225268,train
13976,1225268,train
13984,1225281,validation
13993,1225858,train
13994,1225858,train
13995,1225858,train
14000,1226616,validation
14001,1226618,train
14002,1226618,train
14003,1226618,train
14063,1230379,train
14125,1232283,train
14218,1237186,train
14223,1238247,train
14224,1238247,train
14225,1238247,train
14248,1239243,train
14249,1239243,train
14250,1239243,train
14291,1249094,validation
14530,1269551,train
14534,1269623,train
14535,1269623,train
14536,1269623,train
14569,1271242,train
14666,1276450,validation
14752,1280791,train
14753,1280791,train
14836,1286545,train
14837,1286545,train
14838,1286545,train
14839,1286545,train
14955,1289045,train
14956,1289045,train
14957,1289045,train
14998,1289786,train
14999,1289786,train
15000,1289786,train
15017,1292208,train
15018,1292208,train
15019,1292208,train
15040,1293785,validation
15041,1293785,validation
15042,1293785,validation
15070,1295142,train
15071,1295142,train
15072,1295142,train
15107,1295234,validation
15108,1295234,validation
15164,1298551,validation
15168,1299591,train
15169,1299591,train
15173,1299612,train
15174,1299612,train
15175,1299612,train
15178,1300287,train
15179,1300287,train
15307,1309026,train
15314,1311407,train
15315,1311407,train
15353,1315606,train
15403,1319200,train
15404,1319200,train
15429,1321040,train
15430,1321040,train
15451,1321776,validation
15459,1321780,train
15649,1334467,train
15650,1334467,train
15651,1334467,train
15717,1338451,train
15763,1340952,train
15764,1340952,train
15765,1340952,train
15766,1340952,train
15838,1343743,train
15839,1343743,train
15840,1343743,train
15879,1347435,train
15880,1347439,train
15881,1347439,train
15884,1347445,train
15917,1350753,train
15932,1353749,train
15950,1354419,train
15951,1354419,train
15952,1354419,train
16045,1358543,train
16046,1358543,train
16047,1358543,train
16090,1362037,train
16091,1362037,train
16092,1362037,train
16159,1364583,validation
16227,1369637,validation
16247,1373304,train
16248,1373304,train
16249,1373304,train
16287,1378567,train
16288,1378567,train
16289,1378567,train
16404,1388086,train
16473,1390365,train
16488,1391090,train
16521,1391658,train
16652,1397906,train
16726,1402338,train
16794,1406377,train
16795,1406377,train
16818,1406760,train
16948,1416110,train
16953,1416116,train
17066,1426836,train
17145,1432571,train
17146,1432571,train
17182,1433809,validation
17205,1435038,train
17206,1435038,train
17207,1435038,train
17208,1435038,train
17211,1435047,train
17212,1435047,train
17329,1440732,train
17362,1443486,train
17459,1449873,train
17571,1454854,train
17650,1458182,train
17651,1458182,train
17731,1461495,validation
17745,1461720,train
17746,1461720,train
17747,1461723,train
17831,1467587,train
17855,1473880,train
17856,1473880,train
17857,1473880,train
17862,1473890,train
17863,1473890,train
17864,1473890,train
17895,1475919,validation
17896,1475919,validation
17897,1475919,validation
17941,1478115,train
18131,1494177,train
18179,1496802,train
18195,1498147,train
18225,1500065,train
18226,1500065,train
18303,1504541,train
18304,1504541,train
18346,1508117,validation
18347,1508117,validation
18348,1508117,validation
18349,1508117,validation
18393,1513464,train
18399,1513473,train
18423,1514522,train
18424,1514522,train
18425,1514522,train
18458,1517013,train
18459,1517013,train
18479,1517123,train
18559,1523382,train
18585,1527067,train
18586,1527067,train
18587,1527067,train
18620,1528952,train
18621,1528952,train
18647,1531199,train
18648,1531199,train
18677,1532287,train
18678,1532287,train
18679,1532287,train
18711,1537817,train
18712,1537817,train
18713,1537817,train
18825,1549845,train
18826,1549845,train
18867,1555184,validation
18907,1558186,train
18966,1560636,train
18973,1562086,train
18974,1562086,train
18975,1562086,train
19056,1568294,train
19057,1568294,train
19177,1573157,train
19179,1573157,train
19245,1577488,train
19246,1577488,train
19247,1577488,train
19248,1577488,train
19392,1587505,validation
19423,1591168,validation
19444,1593488,validation
19495,1597414,train
19526,1600467,train
19527,1600467,train
19588,1606904,train
19589,1606904,train
19597,1607510,validation
19600,1607515,train
19619,1607636,train
19647,1609163,train
19648,1609163,train
19711,1613379,train
19712,1613379,train
19713,1613379,train
19714,1613379,train
19746,1615153,train
19759,1615177,train
19760,1615177,train
19761,1615177,train
19762,1615177,train
19862,1618016,train
19863,1618016,train
19864,1618016,train
19934,1620741,train
20084,1626810,train
20182,1629897,train
20183,1629897,train
20288,1635273,train
20289,1635273,train
20290,1635273,train
20389,1642082,train
20390,1642082,train
20391,1642085,train
20392,1642085,train
20417,1644028,train
20418,1644028,train
20419,1644028,train
20445,1646158,train
20504,1649155,train
20534,1651616,validation
20535,1651616,validation
20536,1651616,validation
20616,1657916,train
20625,1658793,train
20707,1662671,train
20708,1662671,train
20709,1662671,train
20775,1667293,train
20847,1670305,train
20848,1670335,validation
21059,1681026,train
21060,1681026,train
21061,1681026,train
21119,1685268,train
21120,1687575,validation
21121,1687575,validation
21152,1689601,train
21153,1689601,train
21196,1693979,validation
21197,1693979,validation
21204,1693989,train
21251,1700141,train
21306,1703186,train
21348,1705529,validation
21349,1705529,validation
21350,1705529,validation
21351,1705529,validation
21363,1705563,train
21372,1706288,validation
21373,1706288,validation
21411,1707089,train
21412,1707089,train
21462,1714353,validation
21463,1714353,validation
21464,1714353,validation
21470,1714371,train
21471,1714371,train
21508,1718517,train
21548,1722098,train
21549,1722098,train
21550,1722098,train
21554,1722098,train
21555,1722098,train
21556,1722110,train
21557,1722110,train
21558,1722110,train
21559,1722110,train
21560,1722110,train
21585,1723614,train
21607,1725402,validation
21608,1725402,validation
21609,1725402,validation
21699,1732695,train
21802,1738419,train
21814,1738739,train
21838,1740980,train
21839,1740980,train
21844,1741101,train
21845,1741101,train
21865,1742127,train
21866,1742127,train
21887,1742255,train
21926,1745465,train
21940,1745658,train
21941,1745658,train
22085,1751150,train
22089,1751150,train
22101,1751666,validation
22102,1751666,validation
22133,1752587,train
22134,1752587,train
22135,1752587,train
22232,1761464,train
22233,1761464,train
22276,1763339,validation
22277,1763339,validation
22399,1769259,validation
22400,1769259,validation
22401,1769259,validation
22402,1769259,validation
22431,1770078,train
22432,1770078,train
22433,1770083,train
22434,1770083,train
22435,1770083,train
22479,1771478,train
22607,1781723,validation
22646,1784824,train
22647,1784824,train
22649,1784826,train
22675,1787055,train
22685,1787586,validation
22732,1790331,train
22758,1794151,train
22793,1796268,train
22849,1802174,validation
22859,1802805,train
22860,1802842,validation
22900,1805421,train
22914,1807203,validation
22945,1808695,train
22954,1809406,train
22958,1809947,train
22964,1810286,train
22991,1813468,train
23034,1818408,train
23035,1818408,train
23036,1818408,train
23043,1818645,validation
23044,1818645,validation
23107,1824976,validation
23165,1829674,validation
23174,1830675,train
23279,1835311,validation
23280,1835311,validation
23436,1840973,validation
23448,1842494,train
23539,1845309,validation
23542,1845499,train
23577,1846509,train
23595,1847071,train
23596,1847071,train
23597,1847071,train
23627,1847521,train
23628,1847521,train
23631,1847575,train
23632,1847575,train
23633,1847575,train
23679,1848882,train
23680,1848882,train
23681,1848882,train
23755,1849779,train
23822,1855426,validation
23823,1855426,validation
23827,1855598,train
23858,1856241,train
23859,1856241,train
23860,1856241,train
23931,1857090,train
24083,1861909,train
24084,1861909,train
24085,1861909,train
24090,1862241,train
24091,1862241,train
24092,1862241,train
24093,1862241,train
24123,1862792,validation
24134,1862965,train
24145,1863329,train
24146,1863329,train
24147,1863329,train
24148,1863329,train
24159,1863787,train
24170,1864578,validation
24189,1865861,train
24225,1868297,validation
24290,1873810,validation
24297,1874070,train
24298,1874072,train
24322,1875855,train
24329,1876492,train
24332,1876651,train
24391,1879858,train
24394,1880015,train
24415,1881181,validation
24416,1881181,validation
24417,1881181,validation
24418,1881181,validation
24456,1884289,train
24459,1884386,validation
24489,1886938,train
24502,1887735,train
24629,1899533,train
24633,1899746,train
24634,1899859,train
24720,1908298,validation
24721,1908298,validation
24755,1910246,train
24832,1913678,validation
24861,1914614,train
24878,1916906,train
24928,1920667,validation
24951,1923846,train
24972,1925044,train
24992,1926733,train
24993,1926733,train
24994,1926733,train
25005,1927287,validation
25006,1927429,train
25025,1928249,train
25027,1928279,train
25119,1932505,train
25124,1932627,train
25173,1935156,validation
25174,1935156,validation
25175,1935156,validation
25199,1935479,train
25207,1935775,train
25231,1938842,train
25237,1939201,train
25238,1939201,train
25239,1939201,train
25242,1939209,validation
25245,1939339,train
25246,1939339,train
25440,1945315,train
25441,1945315,train
25442,1945352,train
25456,1945988,train
25486,1946411,train
25530,1947624,train
25531,1947624,train
25541,1948393,train
25542,1948393,train
25612,1949326,train
25677,1950415,train
25715,1950764,train
25729,1950903,validation
25822,1952672,train
25852,1953083,train
25856,1954000,train
25857,1954000,train
25858,1954000,train
25859,1954000,train
25860,1954000,train
25864,1954500,train
25918,1956157,train
25919,1956157,train
25920,1956157,train
25964,1956737,train
25965,1956737,train
26033,1958427,train
26034,1958536,train
26071,1959357,train
26114,1960118,train
26115,1960118,train
26183,1961398,train
26184,1961398,train
26185,1961398,train
26205,1963795,train
26206,1963795,train
26207,1963795,train
26280,1966080,validation
26286,1966394,train
26287,1966394,train
26468,1972256,train
26469,1972256,train
26489,1973974,train
26490,1973974,train
26571,1978966,validation
26694,1986454,train
26730,1989789,train
26778,1996249,train
26800,1996685,train
26820,1997962,train
26826,1998121,train
26827,1998121,train
26828,1998121,train
26836,1998280,validation
26863,2000994,train
26918,2006888,train
26925,2007590,validation
26926,2007590,validation
26931,2008049,train
26932,2008049,train
26934,2008271,train
26949,2008629,train
26953,2008709,train
27012,2015229,train
27013,2015229,train
27023,2016532,train
27027,2017343,train
27028,2017399,train
27032,2018174,train
27068,2023221,train
27079,2024358,train
27111,2026026,validation
27117,2026091,train
27122,2026329,train
27148,2028778,validation
27149,2028778,validation
27150,2028778,validation
27175,2030866,train
27177,2030976,train
27276,2038832,train
27279,2038837,train
27330,2040603,validation
27331,2040603,validation
27334,2040812,validation
27340,2049128,validation
27341,2049128,validation
27342,2049128,validation
27387,2066289,train
27392,2066306,validation
27395,2066309,train
27399,2066323,train
27459,2094383,train
27460,2094383,train
27461,2094383,train
27494,2094442,train
27585,2103825,train
27609,2103867,train
27640,2104627,train
27641,2104627,train
27747,2115806,train
27752,2115813,train
27753,2115813,train
27781,2115865,train
27792,2118013,validation
27793,2118013,validation
27794,2118013,validation
27795,2118013,validation
27864,2122409,validation
27865,2122409,validation
27910,2126918,train
27911,2126918,train
27912,2126918,train
27941,2126980,train
27942,2126980,train
27943,2126980,train
28028,2132971,train
28034,2133527,train
28102,2138028,train
28103,2138028,train
28221,2147667,train
28225,2147673,train
28226,2147673,train
28227,2149585,validation
28228,2149585,validation
28229,2149585,validation
28230,2149585,validation
28244,2149606,train
28265,2152032,train
28266,2152032,train
28267,2152032,train
28268,2152032,train
28307,2162150,train
28308,2162150,train
28309,2162150,train
28314,2162157,train
28315,2162157,train
28342,2164088,train
28423,2169520,train
28425,2171334,train
28426,2171334,train
28428,2171334,train
28437,2171376,train
28451,2171403,validation
28478,2171487,train
28549,2176992,train
28563,2177012,train
28575,2177040,train
28625,2184998,train
28697,2185133,validation
28698,2185133,validation
28716,2192832,train
28741,2192886,train
28860,2202941,train
28867,2205642,train
28899,2205698,train
28900,2205698,train
28901,2205698,train
28922,2206130,train
28982,2207231,train
28995,2212456,train
29013,2212491,train
29014,2212493,train
29061,2219702,validation
29062,2219705,train
29063,2219705,train
29064,2219705,train
29065,2219705,train
29078,2219741,validation
29094,2220468,validation
29123,2220534,train
29214,2227329,train
29219,2230834,validation
29222,2234683,train
29223,2234683,train
29289,2236837,train
29314,2236895,train
29426,2248563,train
29446,2253213,validation
29447,2253213,validation
29457,2253231,train
29465,2253246,train
29482,2253271,train
29498,2253298,train
29518,2255004,validation
29519,2255004,validation
29520,2255004,validation
29535,2255029,train
29536,2255029,train
29537,2255029,train
29566,2255076,train
29610,2261177,train
29611,2261177,train
29630,2261202,train
29639,2261215,train
29640,2261215,train
29650,2261236,train
29651,2261236,train
29655,2261244,train
29773,2269415,train
29832,2273656,train
29833,2273656,train
29836,2273663,train
29933,2299895,train
29940,2306535,train
29941,2306535,train
29942,2306535,train
29957,2312687,train
30007,2323550,train
30016,2323596,validation
30021,2323644,train
30142,2323987,train
30143,2323987,train
30144,2323987,train
30159,2324020,train
30167,2324432,train
30181,2324464,validation
30187,2324496,validation
30188,2324501,train
30197,2329670,train
30198,2329670,train
30199,2329670,train
30204,2333349,train
30205,2333349,train
30206,2333349,train
30228,2338700,train
30248,2342750,train
30256,2344257,train
30260,2344274,train
30278,2344327,train
30351,2348063,train
30352,2348063,train
30369,2348095,validation
30380,2349810,validation
30404,2351121,validation
30405,2351121,validation
30428,2354109,train
30429,2354109,train
30509,2360838,validation
30512,2360845,validation
30513,2360845,validation
30541,2363530,validation
30571,2365081,validation
30572,2365081,validation
30579,2365093,train
30580,2365093,train
30650,2372629,train
30664,2375577,train
30667,2376465,train
30671,2376472,train
30672,2376472,train
30674,2376476,validation
30698,2382645,train
30699,2382645,train
30725,2384102,train
30726,2384102,train
30790,2389956,train
30852,2392857,train
30863,2393666,validation
30896,2394866,validation
30897,2394866,validation
30898,2394866,validation
30948,2398488,train
30967,2400439,train
30968,2400443,train
31022,2405516,train
31082,2407435,train
31105,2409221,validation
31106,2409221,validation
31107,2409221,validation
31146,2415010,train
31176,2416426,train
31203,2418529,validation
31209,2419189,train
31210,2419189,train
31211,2419189,train
31242,2423137,train
31243,2423137,train
31264,2424975,train
31265,2424975,train
31305,2431818,train
31306,2431818,train
31314,2433452,train
31316,2433631,train
31464,2447784,train
31465,2447784,train
31466,2447784,train
31467,2447784,train
31491,2448736,train
31492,2448736,train
31594,2458915,train
31595,2458915,train
31681,2471180,train
31682,2471180,train
31697,2472653,train
31698,2472656,train
31727,2475235,train
31728,2475235,train
31737,2475254,train
31758,2476529,train
31824,2480222,train
31825,2480222,train
31826,2480222,train
31845,2484097,train
31930,2491127,train
31931,2491127,train
31991,2494949,train
32026,2499779,train
32027,2499779,train
32047,2501108,train
32073,2502413,validation
32156,2508616,validation
32172,2508643,train
32184,2508669,validation
32186,2508859,train
32187,2508859,train
32241,2514716,train
32242,2514719,train
32244,2515030,train
32245,2515030,train
32260,2519982,validation
32298,2529554,validation
32316,2532054,train
32346,2535553,train
32347,2535560,train
32361,2536747,validation
32370,2536894,validation
32371,2536894,validation
32404,2539144,train
32444,2540541,validation
32464,2541342,validation
32474,2541919,train
32530,2544255,train
32548,2545200,validation
32549,2545200,validation
32620,2551234,train
32644,2554307,validation
32699,2557714,train
32723,2559099,validation
32726,2559099,validation
32737,2559119,train
32755,2559152,train
32878,2572854,train
32879,2572854,train
32880,2572854,train
32982,2581066,train
32984,2582243,train
32990,2582254,validation
32991,2582254,validation
32992,2582254,validation
33009,2585897,train
33022,2586813,train
33023,2586813,train
33024,2586813,train
33071,2590153,train
33087,2592570,validation
33088,2592570,validation
33092,2592574,train
33098,2593742,train
33099,2593742,train
33100,2593742,train
33140,2595848,validation
33187,2605224,validation
33191,2605806,train
33192,2605806,train
33193,2605806,train
33252,2610936,train
33253,2610936,train
33290,2612484,train
33295,2612494,train
33296,2612494,train
33297,2612494,train
33299,2612502,validation
33305,2613514,train
33306,2613514,train
33307,2613514,train
33354,2615631,train
33426,2621671,validation
33435,2624155,train
33593,2638782,train
33594,2638782,train
33624,2640270,train
33642,2643134,train
33654,2643820,train
33655,2643820,train
33673,2644599,validation
33692,2646555,validation
33737,2654013,train
33757,2654052,train
33772,2654082,train
33775,2654087,train
33799,2654137,train
33800,2654137,train
33806,2654153,train
33807,2654153,train
33808,2654153,train
33820,2654182,train
33821,2654182,train
33840,2663608,train
33866,2666192,train
33898,2668892,train
33936,2670458,train
34058,2678654,train
34064,2678668,train
34235,2689865,train
34258,2691071,validation
34259,2691071,validation
34260,2691071,validation
34283,2692115,train
34284,2692115,train
34285,2692115,train
34286,2692115,train
34287,2692115,train
34288,2692127,train
34331,2694266,train
34369,2698349,train
34370,2698349,train
34375,2699419,train
34379,2699428,train
34382,2699434,train
34383,2699438,train
34394,2699478,train
34397,2701320,train
34404,2701334,train
34405,2701334,train
34441,2705365,validation
34456,2705999,train
34494,2708696,train
34497,2708703,train
34498,2708703,train
34517,2712036,train
34544,2713474,train
34618,2720635,train
34620,2720867,train
34621,2720867,train
34625,2720874,train
34641,2721902,train
34699,2725253,train
34718,2726101,validation
34738,2728479,train
34739,2728479,train
34800,2733087,train
34818,2734829,train
34819,2734829,train
34853,2735869,train
34860,2736824,train
34937,2738489,train
35035,2752501,train
35102,2756972,train
35120,2757654,train
35133,2759923,train
35134,2759923,train
35146,2761788,train
35147,2761788,train
35185,2764664,train
35186,2764664,train
35190,2765084,train
35191,2765084,train
35192,2765084,train
35224,2767652,train
35225,2767652,train
35247,2768503,train
35248,2768505,validation
35324,2774731,train
35351,2776253,train
35353,2776290,train
35372,2777863,train
35423,2782202,train
35424,2782204,train
35425,2782204,train
35444,2783601,train
35445,2783601,train
35460,2784764,train
35470,2784858,train
35471,2784858,train
35497,2788142,train
35507,2788158,train
35514,2790820,train
35515,2790820,train
35519,2790828,train
35520,2790828,train
35536,2790864,train
35619,2794572,train
35621,2794578,validation
35626,2795694,train
35628,2795698,train
35652,2799251,train
35665,2802543,train
35667,2802548,train
35668,2802548,train
35680,2803638,train
35681,2803638,train
35682,2803638,train
35706,2807467,train
35708,2807471,validation
35718,2808542,train
35745,2812974,validation
35746,2812976,train
35748,2813963,train
35755,2815922,train
35761,2816722,train
35762,2816722,train
35763,2816725,train
35820,2821331,train
35860,2823476,validation
35884,2824379,train
35885,2824379,train
35939,2826089,train
35948,2826107,train
35956,2826125,train
35996,2827733,validation
36020,2828362,train
36034,2829052,train
36035,2829056,train
36099,2834966,train
36100,2834966,train
36123,2836352,train
36129,2837805,train
36224,2842870,train
36234,2842892,validation
36242,2844545,train
36262,2846429,train
36281,2848268,validation
36296,2849996,train
36303,2850006,validation
36304,2850006,validation
36328,2850052,train
36344,2851431,train
36394,2855858,validation
36441,2858981,train
36446,2861146,train
36449,2861163,train
36454,2861172,validation
36500,2872031,validation
36540,2877442,train
36541,2877442,train
36562,2878350,train
36635,2883737,validation
36658,2884490,train
36694,2885409,train
36742,2887765,train
36755,2888931,train
36756,2888931,train
36784,2891228,train
36803,2891267,train
36837,2893949,train
36843,2893976,validation
36844,2893976,validation
36845,2893976,validation
36879,2895425,train
36891,2896694,train
36919,2898289,train
36920,2899797,validation
36921,2899797,validation
36922,2899797,validation
36965,2904443,train
37015,2908625,train
37087,2913715,train
37162,2925057,train
37193,2928176,train
37208,2929869,validation
37225,2932365,train
37229,2933228,train
37239,2934034,train
37240,2934036,train
37241,2934038,validation
37275,2935509,train
37276,2935509,train
37313,2938742,train
