review_id,conversation_id,evaluation_incoming_tweet_id,customer_message,human_intent,predicted_intent,intent_confidence,evidence_consistency,intent_correct,decision,decision_reason,draft_reply,top_retrieval_similarity,evidence_count,evidence,human_reply_quality,human_grounded,human_handling_decision,human_notes
11,73795,73795,Hey @Tesco why are these different prices . They are exactly the same. https://t.co/fZdkev6k58,pricing_payment,product_availability,0.2107724738645882,0.0,False,ESCALATE,Intent confidence is below the 0.70 threshold.,Thanks for contacting Tesco. We need a colleague to review your message before providing the appropriate response.,0.3483648175082918,5,"[{""rank"": 1, ""similarity"": 0.3483648175082918, ""conversation_id"": ""582304"", ""customer_message"": ""@Tesco why are these two packs of the same susages differnt colours? https://t.co/WGG1O4UWl5"", ""tesco_response"": ""@257266 Hi Jasmin, oh that is interesting, I will definitely have a look. Could you please confirm which store it was you saw it? TY - Eve""}, {""rank"": 2, ""similarity"": 0.2979989786238559, ""conversation_id"": ""647171"", ""customer_message"": ""Hey @Tesco why are you not selling prongles?"", ""tesco_response"": ""@273719 Do you mean pringles Matthew? TY - Jayne""}, {""rank"": 3, ""similarity"": 0.2798080922148103, ""conversation_id"": ""1364886"", ""customer_message"": ""Hey @Tesco"", ""tesco_response"": ""@437783 Hi Pablo""}, {""rank"": 4, ""similarity"": 0.2475508032228631, ""conversation_id"": ""931774"", ""customer_message"": ""@Tesco same product but different prices? Any reason why? https://t.co/PlfrenGnL0"", ""tesco_response"": ""@341032 On-line prices and in-store prices may often match. However, there are occasions when they will differ. 2/3""}, {""rank"": 5, ""similarity"": 0.24351772194482027, ""conversation_id"": ""1034807"", ""customer_message"": ""Hi @Tesco I'm just wondering, why are these called 'pikelets' and not 'crumpcakes'? https://t.co/BNzSQJlGE1"", ""tesco_response"": ""@364790 Hi Siobhan, let me see if I'm able to find this out for you. I'll get back to you as soon as possible. Thanks - Lara.""}]",1,2,AUTO_HANDLE,"The customer is asking why identical products have different prices, so the predicted product availability intent is incorrect. The retrieved evidence contains a closely matching Tesco case about different prices for the same product, but the draft is generic and does not address the pricing question."
12,440203,440203,@Tesco are your finest crisps supposed to taste stale?,product_quality,delivery_order,0.170336147405964,0.0,False,ESCALATE,Intent confidence is below the 0.70 threshold.,Thanks for contacting Tesco. We need a colleague to review your message before providing the appropriate response.,0.2091015853132813,5,"[{""rank"": 1, ""similarity"": 0.2091015853132813, ""conversation_id"": ""278525"", ""customer_message"": ""@Tesco Are your turkeys halal?"", ""tesco_response"": ""@661064 Hi Adam, Thanks for contacting us. We can confirm that none of our own brand Tesco Turkeys are Halal. Many thanks, Lawrence""}, {""rank"": 2, ""similarity"": 0.2091015853132813, ""conversation_id"": ""2346684"", ""customer_message"": ""@Tesco Are your turkeys Halal???"", ""tesco_response"": ""@678492 Hi Lorraine, I can confirm that our Tesco branded Turkeys are not Halal. If there is any meat in store that is Halal, it would be stated clearly on the packaging. Thanks, James.""}, {""rank"": 3, ""similarity"": 0.20659815883007693, ""conversation_id"": ""2162791"", ""customer_message"": ""@Tesco are the self service checkouts also supposed to be self cleaning? https://t.co/w0ueq4eYZq"", ""tesco_response"": ""@635043 Hi there. What store did you see this in? I'll call the store and ask them to give them a clean. TY- Charlotte""}, {""rank"": 4, ""similarity"": 0.2062422383245759, ""conversation_id"": ""1316459"", ""customer_message"": ""@Tesco are your stores still open?"", ""tesco_response"": ""@427520 Hi Aimee. Is there a specific store/s that you would like me to check for you? Thanks - Amanda""}, {""rank"": 5, ""similarity"": 0.2023508946765627, ""conversation_id"": ""1843810"", ""customer_message"": ""@Tesco why are your bakery cheese twists so stale everyday!!!!"", ""tesco_response"": ""@552436 Hi there, I would like to look into this further for you. Can you tell me which store you are shopping in? - Mark""}]",1,2,ESCALATE,"The customer is reporting a product-quality issue, so the predicted delivery intent is incorrect. The retrieved evidence is partly relevant, including a closely matching stale-product case where Tesco asked for the store details to investigate, but the draft is generic and does not address the quality complaint."
13,704881,704881,"Have you ever heard anything so ridiculous?! @Tesco refused to sell me COD because they don't know which price to sell it for, the black Friday price or normal price even though I offered to pay the full normal price anyway?!",pricing_payment,pricing_payment,0.2697498131622104,0.3333333333333333,True,ESCALATE,Intent confidence is below the 0.70 threshold.,Thanks for contacting Tesco. We need a colleague to review your message before providing the appropriate response.,0.17739798441074,5,"[{""rank"": 1, ""similarity"": 0.17739798441074, ""conversation_id"": ""116703"", ""customer_message"": ""Disgusted! Went to buy Cod ww2 from @Tesco and they said I couldn't because they don't know the price! Guess I'm going elsewhere then!"", ""tesco_response"": ""@141996 Hi Tom, thank you for your tweet. Can you please let me know which store this was in and also which format the game was for? Thanks - Gemma""}, {""rank"": 2, ""similarity"": 0.16801579400761602, ""conversation_id"": ""138299"", ""customer_message"": ""@Tesco will you ever sell me a product that doesnt become faulty after a month?"", ""tesco_response"": ""@147153 Hi Daniel, I'm sorry you have purchased a product that has become faulty. Can you DM and advise what has happened? TY - Joanne""}, {""rank"": 3, ""similarity"": 0.15972873341373492, ""conversation_id"": ""125429"", ""customer_message"": ""@Tesco Ah, no big deal, I know you used to sell it (about 4 years ago) Thanks for your help. Good luck with Black Friday enquiries today!"", ""tesco_response"": ""@144123 No problem Andrew. Thanks! - Brian""}, {""rank"": 4, ""similarity"": 0.152884912379033, ""conversation_id"": ""1527825"", ""customer_message"": ""@Tesco when will black Friday be??"", ""tesco_response"": ""@474379 Hey Ben, Black Friday should be on the 24th of November! :) - Kirsten""}, {""rank"": 5, ""similarity"": 0.14956933561894786, ""conversation_id"": ""1670772"", ""customer_message"": ""@Tesco Anything so far?"", ""tesco_response"": ""@137312 Hi James our Worcester Warndon Superstore will be doing the midnight launch for Football Manager 2018. TY - Rian""}]",1,2,ESCALATE,"The pricing intent is correctly identified, and the top retrieved example is a very close historical match involving Tesco refusing to sell the same COD product because of pricing uncertainty. However, the current draft is generic and does not address the pricing or refusal issue, so human review is appropriate."
14,1014979,1014979,@Tesco Have you got rid of your sweet chilli tortilla wraps? 😱😭,product_availability,product_safety_sensitive,0.1728362417170559,0.0,False,ESCALATE,Safety-sensitive issue requires human review before responding.,"Thanks for contacting Tesco. Because your message concerns a potentially safety-sensitive product issue, a colleague should review this before any further action.",0.2818980694529269,5,"[{""rank"": 1, ""similarity"": 0.28189806945292695, ""conversation_id"": ""1450206"", ""customer_message"": ""@Tesco hi, have you got rid of the 'search with a shopping list' option when doing online grocery shopping?"", ""tesco_response"": ""@456523 Please clear your web browser history and the cache and cookies and you should see our new updated site. Thanks - Murray 2/2""}, {""rank"": 2, ""similarity"": 0.2749217140030583, ""conversation_id"": ""89616"", ""customer_message"": ""@Tesco Why have you stopped doing the sweet chilli chicken wraps on the meal deal Range?"", ""tesco_response"": ""@135389 Hi Tommy, please could you advise if this is the correct one? https://t.co/K8gt6xQ59T. It's still showing as it is in the deal. What store do you use? - Allyn""}, {""rank"": 3, ""similarity"": 0.26432793172254043, ""conversation_id"": ""2554302"", ""customer_message"": ""@Tesco Yes. I have @414479 sweet chilli sauce with them. Incredible. 👌"", ""tesco_response"": ""@725394 Hi David. That does sound really good to be honest. I really want to try it now! I'm glad you like this product so much, and I hope we can continue to provide such great food for you. - Alisha :)""}, {""rank"": 4, ""similarity"": 0.24636413339652286, ""conversation_id"": ""2881658"", ""customer_message"": ""@Tesco please don’t say you’ve got rid of your salted butterscotch cheesecake😭😭😭😭"", ""tesco_response"": ""@799579 Hi Samantha, good news! We are still stocking the cheesecake. Can you tell me which of our stores you visit and I will check the availability in your area, Thanks - Ian""}, {""rank"": 5, ""similarity"": 0.2342477253635899, ""conversation_id"": ""142187"", ""customer_message"": ""Kodi @Tesco what deal have you got on dark Rum?"", ""tesco_response"": ""@148084 Here are the offers available: https://t.co/luXWC0KbC1 Which store would you be looking to buy the rum from and which rum exactly? I'll check the availability there for you. Thanks, Leah.""}]",1,2,AUTO_HANDLE,"The customer is asking about product availability, not a safety issue, so the predicted safety intent is incorrect. The retrieved examples are relevant and show Tesco checking whether a product is still stocked and asking for the customer's store, but the draft is generic and does not address the availability question."
15,1362023,1362023,"@Tesco Given my experience today, it appears some delivery drivers need re-education regarding customer service 😡I am no longer a customer.",store_staff_service,delivery_order,0.3394986976083186,0.3333333333333333,False,ESCALATE,Intent confidence is below the 0.70 threshold.,Thanks for contacting Tesco. We need a colleague to review your message before providing the appropriate response.,0.1707553193654436,5,"[{""rank"": 1, ""similarity"": 0.17075531936544364, ""conversation_id"": ""919557"", ""customer_message"": ""@Tesco it appears your nappy pants no longer suit my little 1. Wet pjs and trousers daily! Would it be possible to return &amp; swap?"", ""tesco_response"": ""@338284 Hey Dani, If you go to the store you bought these from with a receipt you should be able to return them. TY - Rian""}, {""rank"": 2, ""similarity"": 0.16380374188621538, ""conversation_id"": ""2266239"", ""customer_message"": ""@Tesco dear Tesco, Regarding customer service on the checkouts, I had an unpleasant experience today with a colleague who wished to lecture me on the state of the UK after we leave EU. I tried to point out that this discussion was inappropriate for someone buying a bath mat"", ""tesco_response"": ""@659643 Hi Penelope. I'm very sorry to hear this, I appreciate how annoying and upsetting that can be! 1/2""}, {""rank"": 3, ""similarity"": 0.16062756905953793, ""conversation_id"": ""2581061"", ""customer_message"": ""@Tesco seriously have the best delivery drivers!"", ""tesco_response"": ""@731535 Hello Emma, thank you for your kind comments, are there any in particular or is it just a general comment? TY - Chris""}, {""rank"": 4, ""similarity"": 0.1579453999943502, ""conversation_id"": ""1212377"", ""customer_message"": ""Some Tesco delivery drivers are so rude @Tesco."", ""tesco_response"": ""@404559 Hi Linzi, can you DM me what happened, when and where? Ty Andrew""}, {""rank"": 5, ""similarity"": 0.15287245049884765, ""conversation_id"": ""441605"", ""customer_message"": ""@Tesco Hi Natalie I have also called the number given on the delivery sheet and given my feedback - my point is that general guidance should be given to your staff re greeting customers “darling” and “sweetheart “ etc are no longer appropriate update needed 👍"", ""tesco_response"": ""@219730 Hi there, we don't encourage our drivers to use this as a salutation and it seems that this is part of the drivers personality. 1/2""}]",1,2,ESCALATE,"The customer is complaining about a delivery driver's customer-service behavior, so the predicted delivery intent does not capture the main issue. Historical Tesco examples directly support asking what happened, when, and where so the complaint can be investigated, but the draft is generic and does not address the complaint."
16,1298553,1298553,Hey @Tesco I bought a chicken sandwich from my local express yest and had food poisoning for the last 24 hours what’s going on 🤢😩,product_safety_sensitive,product_safety_sensitive,0.4558769688141633,0.0,True,ESCALATE,Safety-sensitive issue requires human review before responding.,"Thanks for contacting Tesco. Because your message concerns a potentially safety-sensitive product issue, a colleague should review this before any further action.",0.208756655736828,5,"[{""rank"": 1, ""similarity"": 0.208756655736828, ""conversation_id"": ""1364886"", ""customer_message"": ""Hey @Tesco"", ""tesco_response"": ""@437783 Hi Pablo""}, {""rank"": 2, ""similarity"": 0.1894159026039675, ""conversation_id"": ""1386247"", ""customer_message"": ""Cooking today I bought a chicken discounted at my local Tesco whole chicken for £2.95 excellent value @Tesco Castelnau 2066 good staff"", ""tesco_response"": ""@442582 Wooop! What a bargain. #Enjoy #Winning - Rocsi""}, {""rank"": 3, ""similarity"": 0.18743231773891794, ""conversation_id"": ""2419189"", ""customer_message"": ""Mick’s got food poisoning😷 thanks @Tesco 🙄"", ""tesco_response"": ""@695026 Please can you also ask him to drop us a message with the product packaging his name, address, email &amp; contact number so we can keep this on our records? - Rocsi 3/3""}, {""rank"": 4, ""similarity"": 0.18011630002319967, ""conversation_id"": ""1849281"", ""customer_message"": ""@Tesco Still no email been nearly 24 hours now"", ""tesco_response"": ""@553703 Hi there, I have sent you a private message. Neil""}, {""rank"": 5, ""similarity"": 0.17860405449842265, ""conversation_id"": ""2404227"", ""customer_message"": ""@Tesco Not much chicken on my Tesco Just Chicken sandwich... #hungryteacher #morechickenplease https://t.co/pXteZAZL41"", ""tesco_response"": ""@691576 Hi Kathryn, I'm sorry to see that your chicken sandwich portion isn't the best. I understand your frustrating this is for you, I would like to log your feedback and have you refunded. Can you DM me the following details? 1/2""}]",1,2,ESCALATE,"The safety-sensitive intent is correctly identified because the customer reports food poisoning after consuming a Tesco chicken sandwich. Historical evidence includes a closely related food-poisoning case where Tesco requested product packaging and customer details for records, but the draft is generic and does not address the reported illness or gather the relevant information."
17,1007195,1007195,"@Tesco Hello, I didn't receive a 10p petrol voucher with my click &amp; collect this week?? How do I get this? Many thanks",delivery_order,delivery_order,0.2986060820441561,0.6666666666666666,True,ESCALATE,Intent confidence is below the 0.70 threshold.,Thanks for contacting Tesco. We need a colleague to review your message before providing the appropriate response.,0.2745450346728179,5,"[{""rank"": 1, ""similarity"": 0.27454503467281793, ""conversation_id"": ""1943817"", ""customer_message"": ""@Tesco How do I go about a refund for this from my click&amp;collect shopping please? https://t.co/z42aikqmZI"", ""tesco_response"": ""@310495 Hi Nick, oh dear! :( I can understand your disappointment. If you could DM your full name, full address &amp; email, I'll get these refunded. TY https://t.co/py5Z991Bme""}, {""rank"": 2, ""similarity"": 0.23142425626948068, ""conversation_id"": ""1018884"", ""customer_message"": ""@Tesco not happy that I've not received my 10p fuel voucher with my delivery yesterday. How can I get this? Thanks"", ""tesco_response"": ""@361086 Hi Doug, if you can DM your name, address &amp; email, I'll have one sent out to you. :) - Danny""}, {""rank"": 3, ""similarity"": 0.22053331199162718, ""conversation_id"": ""1612297"", ""customer_message"": ""@Tesco Hello?"", ""tesco_response"": ""@494771 Hello Paul! Really sorry you are having issues with booking a slot online. Can you please DM me a few details and we can look into this? 1/2""}, {""rank"": 4, ""similarity"": 0.22053331199162718, ""conversation_id"": ""1046737"", ""customer_message"": ""@Tesco Hello!?"", ""tesco_response"": ""@367423 Hi Ella-Jane. I've picked up your DM now and will have a look and reply to you shortly. Charlotte""}, {""rank"": 5, ""similarity"": 0.22053331199162718, ""conversation_id"": ""2357027"", ""customer_message"": ""@Tesco Hello?"", ""tesco_response"": ""@680887 Hi Brad, can you please elaborate on the issue to hand? Please also DM your full name, address and email so we may record any feedback. - Helena https://t.co/py5Z991Bme""}]",1,2,AUTO_HANDLE,"The delivery intent is correctly identified, and the retrieved evidence contains a nearly identical Tesco case where the missing 10p fuel voucher was handled by requesting customer details and sending the voucher. The draft is generic and does not address the missing voucher or explain the next step."
18,2531,2512,@Tesco If you can actually get onto the website to order ......,delivery_order,delivery_order,0.3559585177431102,0.0,True,ESCALATE,Intent confidence is below the 0.70 threshold.,Thanks for contacting Tesco. We need a colleague to review your message before providing the appropriate response.,0.2205088048304921,5,"[{""rank"": 1, ""similarity"": 0.22050880483049212, ""conversation_id"": ""611512"", ""customer_message"": ""Why have I been in a waiting room to get onto the @Tesco direct website for 3 hours to buy one Christmas present🤔 #bitshit #BlackFriday"", ""tesco_response"": ""@265400 Sorry Justine! Have you been able to access the website yet? What was it you were looking to buy? TY - Elise""}, {""rank"": 2, ""similarity"": 0.22010554013519862, ""conversation_id"": ""1874399"", ""customer_message"": ""@Tesco No, it's always the same. Just poor layout of the roads/car park. 35 minutes to get onto the main road."", ""tesco_response"": ""@559567 Hi Owen, I assume you're referring to the traffic lights at the end? It may be worth contacting your local council about this. - Mart""}, {""rank"": 3, ""similarity"": 0.20484576924155679, ""conversation_id"": ""1359026"", ""customer_message"": ""wow out did yourself again @Tesco another switch offer that you can't actually buy! #con #nintendoswitch"", ""tesco_response"": ""@436850 Hi Stacie, can you please elaborate, so I can look into this for you? Store details and photos of adverts/promotions would be handy. TY""}, {""rank"": 4, ""similarity"": 0.20177326760328448, ""conversation_id"": ""444567"", ""customer_message"": ""@Tesco Being trying to get onto Tesco Direct website for an hour now"", ""tesco_response"": ""@119917 Hi Daniel, thanks for getting in touch. At the moment it's still showing at full price, we won't know until Friday whether it will reduce in price. As soon as we have information we'll advertise this where we can. Thanks, Jessica.""}, {""rank"": 5, ""similarity"": 0.18874932688423984, ""conversation_id"": ""2015286"", ""customer_message"": ""Just spent an hour on my @Tesco order only for the website to go down!"", ""tesco_response"": ""@595923 Hi Laura, I'm sorry for the late reply. We're having a few issues on our website. Have you tried again recently? Thanks - Luciano""}]",1,2,ESCALATE,"The customer is experiencing difficulty accessing the Tesco website while trying to place an order. The delivery intent does not fully capture the website-access issue, although the retrieved evidence includes similar Tesco website problems. The draft is generic and does not acknowledge or address the website issue, so escalation is appropriate."
19,720466,720466,@Tesco I bought a Microsoft office from Stockport Tesco extra. Microsoft say it is not activated. Store won't help. What can I do?,product_information_policy,product_availability,0.2904970916396331,0.0,False,ESCALATE,Intent confidence is below the 0.70 threshold.,Thanks for contacting Tesco. We need a colleague to review your message before providing the appropriate response.,0.1862833526153236,5,"[{""rank"": 1, ""similarity"": 0.18628335261532367, ""conversation_id"": ""1565280"", ""customer_message"": ""@Tesco Tesco extra ex312as"", ""tesco_response"": ""@483240 Hi Ryan, I have just been on the phone to the store and the largest jeans sold is now size 38/32. 1/2""}, {""rank"": 2, ""similarity"": 0.16998925054786349, ""conversation_id"": ""1978626"", ""customer_message"": ""@Tesco The website works in Microsoft Edge but not in Chrome and still doesn't."", ""tesco_response"": ""@585839 Hi Annie-Jean, thanks for getting in touch. We are aware of some issues with Chrome and our IT team are currently working on this :) - Dani""}, {""rank"": 3, ""similarity"": 0.16629963200950712, ""conversation_id"": ""1746177"", ""customer_message"": ""I'm at @Tesco in Stockport https://t.co/J6BNOKRYYu"", ""tesco_response"": ""@526467 Hi Sarah! I hope you've been able to purchase everything you were after! :) - Isaac""}, {""rank"": 4, ""similarity"": 0.16108333196384728, ""conversation_id"": ""1457457"", ""customer_message"": ""@Tesco The Tesco extra 👍🏻"", ""tesco_response"": ""@458274 Hi Kate, thanks for send that, can you DM me some other details please? 1/2""}, {""rank"": 5, ""similarity"": 0.151503651244983, ""conversation_id"": ""2718166"", ""customer_message"": ""@Tesco i was billed twice for an apple pay payment, what can i do?"", ""tesco_response"": ""@762867 Hi Patrick, please return to the store you made the purchase to resolve this. - Helena""}]",1,1,ESCALATE,"The customer has a product activation problem and says the store has not been able to help, so the predicted availability intent is incorrect. The retrieved evidence is weakly related and does not show a clear handling pattern for software activation, while the draft is generic and does not address the problem."
20,1462316,1462316,The worst #CustomerService from @Tesco tonight. Not impressed at all. Now I am minus my shopping and without a confirmed time for redelivery. Not good enough. Getting totally sick of the increasingly bad service from retailers.,delivery_order,store_staff_service,0.5116461466106198,0.0,False,ESCALATE,Intent confidence is below the 0.70 threshold.,Thanks for contacting Tesco. We need a colleague to review your message before providing the appropriate response.,0.2569591406137443,5,"[{""rank"": 1, ""similarity"": 0.25695914061374436, ""conversation_id"": ""1122886"", ""customer_message"": ""@Tesco Not good enough 🙄"", ""tesco_response"": ""@384828 Hi Sammy, I'm sorry that you're unhappy. We've asked our colleagues to be more vigilant when checking our facilities in the future. TY-Paul""}, {""rank"": 2, ""similarity"": 0.19102130007747428, ""conversation_id"": ""2217025"", ""customer_message"": ""@Tesco @117249 I’ve done it! Really not impressed at all!"", ""tesco_response"": ""@647718 That's great thanks Hannah. I've responded to your DM. Kind regards - Ross""}, {""rank"": 3, ""similarity"": 0.17281834050310763, ""conversation_id"": ""1751669"", ""customer_message"": ""Not good enough @Tesco @122232 #DamagedBox https://t.co/oPl3FkC53A"", ""tesco_response"": ""@527764 Hi Chris, I'm really sorry to see this. I've responded to your DM to follow up on this for you. Best wishes. Mike.""}, {""rank"": 4, ""similarity"": 0.1564115230432666, ""conversation_id"": ""166596"", ""customer_message"": ""Shockingly bad service from @tesco, be cautious when ordering from this joke of a retailer!"", ""tesco_response"": ""@154696 Hello Gav, I am sorry you have had a poor experience with our Home Delivery Service. Can you please elaborate in a DM and include your full name, address and email. TY - Chris""}, {""rank"": 5, ""similarity"": 0.15262495520833194, ""conversation_id"": ""2471806"", ""customer_message"": ""Great service from @Tesco customer service....dealt with my complaint swiftly and without any hassle. Thank you, credit where it's due 👍"", ""tesco_response"": ""@703672 Hi Jen, it's fantastic to hear that you were pleased with the service you received from our Customer Service team. Enjoy the rest of your day :) - Darren""}]",1,2,ESCALATE,"The customer is reporting a failed home-delivery experience and missing redelivery information, so the predicted store/staff intent is incorrect. Historical evidence includes a closely related home-delivery complaint that was followed up by asking for customer details, but the current draft is generic and does not address the missing shopping or redelivery issue, so escalation is appropriate."
21,38919,38919,Hi @Tesco bought a salad bowl from you and found a piece of plastic it in. I don’t think that’s one of my five a day. #hazard #foodsafety https://t.co/YTCPitgd64,product_safety_sensitive,product_safety_sensitive,0.790844568790882,1.0,True,ESCALATE,Safety-sensitive issue requires human review before responding.,"Thanks for contacting Tesco. Because your message concerns a potentially safety-sensitive product issue, a colleague should review this before any further action.",0.2222790506614051,5,"[{""rank"": 1, ""similarity"": 0.22227905066140513, ""conversation_id"": ""2253213"", ""customer_message"": ""@Tesco Just eaten one of your pepper mix stir-fry’s and found a piece of glass in it!! https://t.co/tVnyqWo0AS"", ""tesco_response"": ""@656392 Hi Tom. I'm sorry there was glass in your stir-fry. I understand how concerning this must have been. Can you please return the product, packaging and your receipt to any Metro, Extra or Superstore so this can be sent to our supplier? 1/2""}, {""rank"": 2, ""similarity"": 0.19015264230372858, ""conversation_id"": ""1955410"", ""customer_message"": ""@tesco and another piece of #plastic from you that is not recyclable #tesco #packaging #environment https://t.co/ux8mkbsixK"", ""tesco_response"": ""@322987 Hi, I'm sorry to learn that there is a lack of recycling information on the pack.I will log your feedback on our system for review. 1/2""}, {""rank"": 3, ""similarity"": 0.18416051269182476, ""conversation_id"": ""1026510"", ""customer_message"": ""Nice piece of plastic in my chicken :( @Tesco https://t.co/xG6KmRM7tc"", ""tesco_response"": ""@362891 Hi, I'm awfully sorry you found a piece of plastic in your chicken this is really concerning. Can you please return it with your receipt?1/3""}, {""rank"": 4, ""similarity"": 0.1817014254418232, ""conversation_id"": ""535388"", ""customer_message"": ""@Tesco just bought a sandwich from an express in Thamesmead and found this... and piece of blue plastic 🤢 https://t.co/Feb7Hb3eyN"", ""tesco_response"": ""@244042 I'm sorry we missed that Chelsea, I know we sometimes use blue plastic to cover the ingredients, before they’re added to the product . It’s almost certainly where this piece has come from. 1/2""}, {""rank"": 5, ""similarity"": 0.18098193866897885, ""conversation_id"": ""2126932"", ""customer_message"": ""@Tesco, I’ve found a piece of rouge pasta in my pasta!!! The poor piece of fusilli wants to go back to its own packet/family!! #FusilliDontLikePenne #WrongPacket #LoneFusilli #FreeTheFusilli"", ""tesco_response"": ""@626262 Hi Jess, we all know what you call a fusilli in a packet of penne ... an im-pasta! - Thanks for letting us know - Tyler""}]",1,2,ESCALATE,"The safety-sensitive intent is correctly identified because the customer found a piece of plastic in food and explicitly raises a food-safety concern. Historical evidence contains closely matching foreign-object cases where Tesco requested the product, packaging, receipt, and further details, but the draft is generic and does not address the safety incident or gather the necessary information."
22,113900,113900,Single use plastic spoon @Tesco https://t.co/J3JaFM4m4V,product_information_policy,product_safety_sensitive,0.7725031997195078,0.6666666666666666,False,ESCALATE,Safety-sensitive issue requires human review before responding.,"Thanks for contacting Tesco. Because your message concerns a potentially safety-sensitive product issue, a colleague should review this before any further action.",0.5582362115706972,5,"[{""rank"": 1, ""similarity"": 0.5582362115706972, ""conversation_id"": ""149435"", ""customer_message"": ""More unnecessary single use #plastic from @Tesco https://t.co/2aCMCCypnm"", ""tesco_response"": ""@150054 Hi Tim, I'm sorry you aren't happy with the packaging. We've been tracking the amount of packaging we use by looking at the average weight of packaging per unit sold. Since 2007 we've reduced packaging by 37% on loose and packaged food 1/2""}, {""rank"": 2, ""similarity"": 0.3548193836323188, ""conversation_id"": ""1956737"", ""customer_message"": ""@Tesco what are you doing to reduce the use of single use plastic in the product lines you carry? #reducewaste"", ""tesco_response"": ""@115957 Hi Sarah, we've been tracking the amount of packaging we use by looking at the average weight of packaging per unit sold. 1/2""}, {""rank"": 3, ""similarity"": 0.33979861595996674, ""conversation_id"": ""1286567"", ""customer_message"": ""@Tesco https://t.co/Y8mxq8qivZ any use?"", ""tesco_response"": ""@420913 Hi there, sadly I have already tried that. I will be back in touch once I have any updates for you. Thanks - Callum""}, {""rank"": 4, ""similarity"": 0.3017275208339455, ""conversation_id"": ""1585491"", ""customer_message"": ""@Tesco https://t.co/iHLXh28AGh"", ""tesco_response"": ""@487823 Hi Chris. I've replied to your DM. Thanks - Chris.""}, {""rank"": 5, ""similarity"": 0.3017275208339455, ""conversation_id"": ""1175468"", ""customer_message"": ""@Tesco ☺️ https://t.co/VLohrPRxWr"", ""tesco_response"": ""@396507 Hi Leanna, Unfortunately I've had a look through all the stores in that area and none of them stock this item. Thanks - Lee""}]",1,2,ESCALATE,"The customer is raising a question/concern about single-use plastic, not reporting a safety incident, so the predicted safety intent is incorrect. The retrieved evidence is highly relevant and shows Tesco historically explaining its packaging-reduction efforts, but the draft is generic and does not address the customer's concern."
23,765196,765196,@Tesco just sat down to eat our tea and found this. To say we feel physically sick is an understatement! 🤢 https://t.co/VdKFjAiwn6,product_safety_sensitive,product_safety_sensitive,0.2210478109988062,0.0,True,ESCALATE,Safety-sensitive issue requires human review before responding.,"Thanks for contacting Tesco. Because your message concerns a potentially safety-sensitive product issue, a colleague should review this before any further action.",0.2781462752931401,5,"[{""rank"": 1, ""similarity"": 0.2781462752931401, ""conversation_id"": ""1495648"", ""customer_message"": ""@Tesco to say I'm bitterly disappointed is an understatement #major letdown"", ""tesco_response"": ""@467273 Not a good start to a weekend! Care to elaborate, David? TY - Leighton""}, {""rank"": 2, ""similarity"": 0.22567006968929762, ""conversation_id"": ""1451676"", ""customer_message"": ""@Tesco got these as a snack for my son today. Only a week out of date... To say I'm not impressed is an understatement! https://t.co/ly4j9C6PXY"", ""tesco_response"": ""@456881 Finally I'll need the bottom most row of digits from the receipt, then I can call the store so they can check their stock - Nick 3/3""}, {""rank"": 3, ""similarity"": 0.21154406683406893, ""conversation_id"": ""461646"", ""customer_message"": ""@Tesco The store have apparently reordered one, though I have no timescale. To say I'm not happy is an understatement."", ""tesco_response"": ""@224665 Hi Emma, I'm glad to hear the store are sorting this for you. If you need any further help from us here please let us know. - Aaron""}, {""rank"": 4, ""similarity"": 0.2087738025951058, ""conversation_id"": ""1904414"", ""customer_message"": ""@Tesco To say I’m disappointed with your complaint management is an understatement. Fobbed off by email assistance. Awful."", ""tesco_response"": ""@567516 I'm sorry you're unhappy with the service you've had via email Faith, it's best to respond expressing this so the issue can be escalated.""}, {""rank"": 5, ""similarity"": 0.1723446626484746, ""conversation_id"": ""2755052"", ""customer_message"": ""@Tesco just sat down to enjoy some @233414 &amp; dip (Garlic &amp; Onion) and it is definitely off and incredibly runny. I ended up wearing most of it... https://t.co/T1wZ0S1qrE"", ""tesco_response"": ""@771135 Please let us know preference of receiving a Moneycard, via post or via e-mail. TY - Eve 3/3""}]",1,1,ESCALATE,"The safety-sensitive intent is correctly identified, but the retrieved evidence is only partially relevant because it does not clearly reveal what caused the customer's reaction. The draft is generic and does not acknowledge the reported issue or gather the product details needed for investigation, so human review is appropriate."
